url,title,company,sector,job_role,salary,qualification,specialization,location,gender,age_limit,openings,experience,job_type,open_until,description,skills,additional_skills,company_jobs_count,company_logo
https://www.tnprivatejobs.tn.gov.in/candidate/Home/ca_jobfair_single/25030711090904168,Assistant Technician,GUJAPPA MOTORS,Automotive,Technician,"~15,000 p.m |",Job Fair,,Pudukkottai,Male,18-35,10,Fresher,Regular,30-04-2025,ASSISTANT TECHNICIAN-10,Automotive Service Technician Level 3,N/A,3,https://www.tnprivatejobs.tn.gov.in/asset/docs/co_profilephoto/LOGO2250307100733792.jpg
https://www.tnprivatejobs.tn.gov.in/candidate/Home/ca_jobfair_single/25031002244334042,MACHINIST,AGCSL,Manufacturing,Machine Operator,"15,000 - 25,000 p.m |",Job Fair,,Pudukkottai,Male,18-26,10,Fresher,Regular,30-04-2025,Machinist-10,Machine Operator,N/A,2,https://www.tnprivatejobs.tn.gov.in/asset/docs/co_profilephoto/2211021094210335.jpg
https://www.tnprivatejobs.tn.gov.in/candidate/Home/ca_jobfair_single/25030605514434590,MECHANICAL TECHNICIAN,HORTBIO TECHNOLOGIES PRIVATE LIMITED,Manufacturing,Maintenance Technician,"~15,000 p.m |",Job Fair,,Thanjavur,Male,20-30,1,1 Year,Regular,30-04-2025,"1. Check machines daily for proper functioning and report issues. 2. Replace and align V-belts in all rotating equipment. 3. Alignment motor and gearbox using proper tools and proper methods. 4. Replace bearings and chain & chain sprocket and align shafts in all mechanical systems. 5. Adjust and align belt conveyors & bucket elevator for smooth operation. 6. Inspect and maintain mechanical equipment like shafts, pulleys, and couplings. 7. Replace hydraulic oil seals to prevent leaks and ensure efficiency. 8. Sieving Machine Inspection & Mesh Fitting – Inspect sieving machines and replace or fit mesh screen 9. Perform cutting, grinding, and drilling machine for repair and fabrication. 10. Knowledge in the repair and maintenance of belt conveyors, bucket elevators, hydraulic pressing machines, sieving machines, and pneumatic-operated machines, and also vehicle maintenance such as forklifts, tractor bulls, and dozers.",O&M Mechanical Technician-Wind Power Plant,N/A,22,https://www.tnprivatejobs.tn.gov.in/asset/docs/co_profilephoto/LOGO2241114114720983.jpg
https://www.tnprivatejobs.tn.gov.in/candidate/Home/ca_jobfair_single/25030712153416211,Care Taker,CareLi HomeMedicare,Healthcare,Home Health Aide,"~15,000 p.m |",Job Fair,,Thiruchirappalli,Female,25-40,20,1 Year,Regular,30-04-2025,"Assist with daily activities, such as bathing, dressing, and grooming. Help with mobility, transfers, and walking support. Monitor health and medication, providing reminders as needed. Assist with feeding if necessary. Provide companionship and emotional support. Ensure safety and comfort, including light housekeeping and maintaining a clean environment.","Child Care taker, Elderly Caretaker (Non-Clinical), Home Health Aide",N/A,3,https://www.tnprivatejobs.tn.gov.in/asset/docs/co_profilephoto/LOGO2250203153919009.jpg
https://www.tnprivatejobs.tn.gov.in/candidate/Home/ca_jobfair_single/25030701333743265,TEACHING,KALAMSINSTITUTE,Education & Support services,Teacher,7500-10000 p.m |,Job Fair,,Perambalur,All,N/A,10,1 Year,Regular,30-04-2025,"The institute provides quality technical training. It has a professional and welcoming atmosphere. It has modern classrooms, well-maintained facilities, and state-of-the-art technology. It has a dynamic team of enthusiastic engineers.",Yoga Trainer,N/A,1,https://www.tnprivatejobs.tn.gov.in/asset/images/jobscommon.png
https://www.tnprivatejobs.tn.gov.in/candidate/Home/ca_jobfair_single/25030606393524615,TRAFFIC CONTROLLER,BMD LOGISTICS,Logistics,Transport Coordinator,"15,000 - 25,000 p.m |",Job Fair,,Krishnagiri,Male,25-40,2,4 Years,Regular,30-04-2025,"Logistics vehicles following , vehicle arranging , good commication skill , traffic controller ,","Land Transportation - Associate, Land Transportation - Executive, Transport Consolidator, Transport Coordinator, Transport Manager","spoken hindi , well communication experience , active person , experienced in transportation field.",4,https://www.tnprivatejobs.tn.gov.in/asset/images/jobscommon.png
https://www.tnprivatejobs.tn.gov.in/candidate/Home/ca_jobfair_single/25031110121736961,Quality controller,PREM TEXTILES INTERNATIONAL,Textiles & Handlooms,WORKER,"~15,000 p.m |",Job Fair,,Karur,All,19-45,30,Fresher,Regular,30-04-2025,"Quality Controllers, Data Entry, Supervisors , Tailors, Checkers BELOW SSLC, SSLC, HSC, UG DEGREE",Multi-purpose Worker,N/A,1,https://www.tnprivatejobs.tn.gov.in/asset/images/jobscommon.png
https://www.tnprivatejobs.tn.gov.in/candidate/Home/ca_jobfair_single/25031111294834134,TURNER,AGCSL,Manufacturing,Machine Operator,"15,000 - 25,000 p.m |",Job Fair,,Pudukkottai,Male,18-26,10,Fresher,Regular,30-04-2025,turner-10,Lathe machine operator / Turner,N/A,2,https://www.tnprivatejobs.tn.gov.in/asset/docs/co_profilephoto/2211021094210335.jpg
https://www.tnprivatejobs.tn.gov.in/candidate/Home/ca_jobfair_single/25031112072825342,Voice Process Executive,Panacorp Software Solutions,Management and Entrepreneurship & Professional,Business Development Executive,"15,000 - 25,000 p.m |",Job Fair,,Kanniyakumari,All,19-34,1,1 Year,Regular,30-04-2025,"Voice Process Executive – PhD Assistance Location: Nagercoil Work Hours: 9:00 AM – 6:30 PM Working Days: Monday – Saturday Responsibilities: Handle inbound and outbound calls related to PhD assistance services. Guide research scholars on project implementation, journal publication, and technical support. Explain services, timelines, and procedures to candidates. Maintain accurate records of client interactions and follow-ups. Coordinate with the research team to address scholar queries. Ensure quality communication and professional customer handling. Requirements: Qualification: Any Degree Experience: Freshers and experienced candidates can apply. Skills: Strong verbal communication in English and Tamil. Basic computer knowledge (MS Office, data entry, CRM tools, etc.). Ability to handle research-related inquiries professionally. Good listening and problem-solving skills.","Dealership Telecaller Sales Executive, Sales and Pre-Sales Analyst, Sales Coordinator, Sales Executive, Telecaller",N/A,192,https://www.tnprivatejobs.tn.gov.in/asset/docs/co_profilephoto/2220408190849808.jpg
https://www.tnprivatejobs.tn.gov.in/candidate/Home/ca_jobfair_single/25031110180204932,Sales Executive,CHAKRA HONDA,Automotive,Automotive Electrician,"~15,000 p.m |",Job Fair,,Karur,All,20-30,10,Fresher,Regular,30-04-2025,"Sales Executive MALE FEMALE - Both SSLC, HSC, UG DEGREE, ITI, DIPLOMA, BE/BTECH, OTHERS",Automotive Service Technician Level 3,N/A,1,https://www.tnprivatejobs.tn.gov.in/asset/images/jobscommon.png
https://www.tnprivatejobs.tn.gov.in/candidate/Home/ca_jobfair_single/25030605174608784,SITE SUPERVISOR,STAR UNIVERSAL,Construction,Civil Engineer,"15,000 - 25,000 p.m |",Job Fair,,Chennai,Male,N/A,5,Fresher,Regular,30-04-2025,ANY DEGREE QALIFICATION,Team Leader,N/A,7,https://www.tnprivatejobs.tn.gov.in/asset/images/jobscommon.png
https://www.tnprivatejobs.tn.gov.in/candidate/Home/ca_jobfair_single/25031003115434342,Marketing and Sales Executives,FABSMITH INDIA PVT LTD,Manufacturing,Sales Executive,"15,000 - 25,000 p.m |",Job Fair,,Kancheepuram,All,18-30,50,Fresher,Regular,30-04-2025,Fabsmith wanted sales and Marketing Executives for its concern. Intrested jobseekers can apply for this job.,Sales Associate,N/A,5,https://www.tnprivatejobs.tn.gov.in/asset/docs/co_profilephoto/2230403175844637.jpg
https://www.tnprivatejobs.tn.gov.in/candidate/Home/ca_jobfair_single/25031102430024064,Sales Executive,OSPREY LOGISTICS PVT LTD,Logistics,Warehouse Executive,"~15,000 p.m |",Job Fair,,Thoothukudi,Male,18-25,5,1 Year,Regular,30-04-2025,sales Executive,Distributor Sales Representative,N/A,1,https://www.tnprivatejobs.tn.gov.in/asset/images/jobscommon.png
https://www.tnprivatejobs.tn.gov.in/candidate/Home/ca_jobfair_single/25031111495810311,Service Technician for RO,JOSHVIHA ASSOCIATES,Electronics & Hardware,Service Engineer,"~15,000 p.m |",Job Fair,,Erode,Male,21-45,5,Fresher,Regular,30-04-2025,"NEED RO SERVICE TECINICIAN FOR THIS AREA ERODE CITY,CHENNIMALAI,PERUNDURAI,KODUMUDI,BHAVANI,GOBI,SATHY,ANTHIYUR,BANNARI,VELLAKOIL AND KANGEYAM",Electrical Technician,BASIC KNOWLEDGE OK,1,https://www.tnprivatejobs.tn.gov.in/asset/images/jobscommon.png
https://www.tnprivatejobs.tn.gov.in/candidate/Home/ca_jobfair_single/25031102594304673,Technician - Mechanical,AYYANAR AUTOMOBILE ENGINEERING WORKS,Automotive,Technician,"~15,000 p.m |",Job Fair,,Thoothukudi,Male,21-32,5,Fresher,Regular,30-04-2025,we need mechanical helpers technicians for automobiles working related,Maintenance Fitter - Mechanical,N/A,1,https://www.tnprivatejobs.tn.gov.in/asset/images/jobscommon.png
https://www.tnprivatejobs.tn.gov.in/candidate/Home/ca_jobfair_single/25031111454634727,TRAINEE,BSA corporation limited,Manufacturing,Trainee,"~15,000 p.m |",Job Fair,,Kancheepuram,Male,18-30,100,Fresher,Regular,30-04-2025,BSA wanted NAPS Trainee. Intrested can apply for this job.,Industrial Electrician,N/A,3,https://www.tnprivatejobs.tn.gov.in/asset/docs/co_profilephoto/2201216162739350.JPG
https://www.tnprivatejobs.tn.gov.in/candidate/Home/ca_jobfair_single/25031106334134255,Machine Operator (CNC Lath Machine),LAKSHMI CARBONS,Manufacturing,Machine Operator,"~15,000 p.m |",Job Fair,,Coimbatore,Male,19-30,15,1 Year,Regular,30-04-2025,"Lakshmi Carbons is a carbon products manufacturer, serving a variety of industries. With a history of more than 20 years in the pump industry .  JOB PROCESS :MACHINING, ID AND  OD GRINDING AND POLISHING , ASSEMBLY , PACKING.","CNC Operator - Turning, Lathe Operator, Operator - Conventional Surface Grinding Machines",N/A,6,https://www.tnprivatejobs.tn.gov.in/asset/docs/co_profilephoto/LOGO2241007163817575.png
https://www.tnprivatejobs.tn.gov.in/candidate/Home/ca_jobfair_single/25031107164334016,GENERAL WORKER,SAI SWEETY MANPOWER CONSULTANCY,Manufacturing,Production Assistant,"15,000 - 25,000 p.m |",Job Fair,,Kancheepuram,All,18-30,100,1 Year,Regular,30-04-2025,GENERAL WORKER,Abrasion machine operator,N/A,4,https://www.tnprivatejobs.tn.gov.in/asset/images/jobscommon.png
https://www.tnprivatejobs.tn.gov.in/candidate/Home/ca_jobfair_single/25031106293006070,TELE COLLECTION EXECUTIVE,Integral Associates,"Banking, Financial Services and Insurance",Debt Recovery Agent,"~15,000 p.m |",Job Fair,,Coimbatore,Female,18-35,10,Fresher,Regular,30-04-2025,Representing & working behalf leading NBFCs & MFIs Following up client's customer for collecting loan dues.,Debt Recovery Agent,Excellent Communication skill,8,https://www.tnprivatejobs.tn.gov.in/asset/images/jobscommon.png
https://www.tnprivatejobs.tn.gov.in/candidate/Home/ca_jobfair_single/25031107181334022,SUPERVISOR,SAI SWEETY MANPOWER CONSULTANCY,Manufacturing,Fitter,"15,000 - 25,000 p.m |",Job Fair,,Kancheepuram,All,18-30,35,1 Year,Regular,30-04-2025,SUPERVISOR,Accessory Fitter,N/A,4,https://www.tnprivatejobs.tn.gov.in/asset/images/jobscommon.png
https://www.tnprivatejobs.tn.gov.in/candidate/Home/ca_jobfair_single/25030707090006022,Concurrent Audit at Nationalised Bank - Audit Representative,Ponraj and Co,"Banking, Financial Services and Insurance",Accounts Executive,"~15,000 p.m |",Job Fair,,Theni,All,20-34,1,1 Year,Regular,30-04-2025,"Daily reporting of audit observations in online portal of a nationalised Bank in respect of Concurrent Audit assignment. Fresh candidate with B Com qualification can be guided and trained on the areas of audit and compliance. Self motivation and desire to learn will be added advantages. The assignment shall be handled with utmost care and due diligence since confidential information is involved with high penal consequences for non-detection of audit observations. Since the job is system oriented, computer literacy is mandatory and basic knowledge on banking and familiarity to Forex banking terms shall be preferred. Any prior experience in Auditor office shall be given due weightage.",Accounts Executive (Statutory Compliance),N/A,4,https://www.tnprivatejobs.tn.gov.in/asset/images/jobscommon.png
https://www.tnprivatejobs.tn.gov.in/candidate/Home/ca_jobfair_single/25031103531910671,CUSTOMER CARE MANAGER,MALLIKA FURNITURE AND ELECTRONICS,Electronics & Hardware,Customer Care Executive,"~15,000 p.m |",Job Fair,,Thiruvarur,All,18-40,10,Fresher,Regular,30-04-2025,BAJAJI FINANCE STAFF,Customer Care Executive,N/A,3,https://www.tnprivatejobs.tn.gov.in/asset/docs/co_profilephoto/2250311150020293.jpg
https://www.tnprivatejobs.tn.gov.in/candidate/Home/ca_jobfair_single/25031107192434648,Junior Engineer,SAI SWEETY MANPOWER CONSULTANCY,Manufacturing,Joiner Ship,"15,000 - 25,000 p.m |",Job Fair,,Kancheepuram,All,18-30,35,1 Year,Regular,30-04-2025,JUNIOR ENGINEER,Accessory Fitter,N/A,4,https://www.tnprivatejobs.tn.gov.in/asset/images/jobscommon.png
https://www.tnprivatejobs.tn.gov.in/candidate/Home/ca_jobfair_single/25031103465131290,Sales Manager,Sevalaya,Retail,Marketing Manager,"15,000 - 25,000 p.m |",Job Fair,,Chennai,Male,30-45,1,10 Years,Regular,30-04-2025,Drive Sales & Revenue Growth Team Leadership & Staff Management Retail & Store Operations Management Business Development & Partnerships Event & Stall Management Customer Engagement & Relationship Management Marketing & Brand Promotion Inventory & Supply Chain Management Financial Oversight & Sales Reporting Attending High-Level Meetings & Strategic Planning,"Sales Associate, Sales Manager",N/A,43,https://www.tnprivatejobs.tn.gov.in/asset/docs/co_profilephoto/2201217215821102.jpg
https://www.tnprivatejobs.tn.gov.in/candidate/Home/ca_jobfair_single/25031107204434929,ASSISTANT ENGINEER,SAI SWEETY MANPOWER CONSULTANCY,Manufacturing,PRODUCTION MANAGER,"25,000 - 50,000 p.m |",Job Fair,,Kancheepuram,All,18-30,40,1 Year,Regular,30-04-2025,ASSISTANT ENGINEER,Accessory Fitter,N/A,4,https://www.tnprivatejobs.tn.gov.in/asset/images/jobscommon.png
https://www.tnprivatejobs.tn.gov.in/candidate/Home/ca_jobfair_single/25031107381335301,Tele Calling,Bass Infratel Private Limited,Telecom,Telecom Network Security Technician,"~15,000 p.m |",Job Fair,,Thiruchirappalli,All,N/A,25,Fresher,Regular,30-04-2025,TELECALLING,Telecaller,N/A,7,https://www.tnprivatejobs.tn.gov.in/asset/docs/co_profilephoto/2200627113559303.jpg
https://www.tnprivatejobs.tn.gov.in/candidate/Home/ca_jobfair_single/25031106542310212,System Administrator,THIRUMANI ENTERPRISES,Electronics & Hardware,Security System Service Engineer,"~15,000 p.m |",Job Fair,,Thoothukudi,Male,18-25,5,1 Year,Regular,30-04-2025,System Administrator,CCTV Supervisor,N/A,11,https://www.tnprivatejobs.tn.gov.in/asset/docs/co_profilephoto/2220902113219086.png
https://www.tnprivatejobs.tn.gov.in/candidate/Home/ca_jobfair_single/25031107175304935,TECHNICIAN,Hari Balakrishna Automobiles,Automotive,Technician,"~15,000 p.m |",Job Fair,,Thoothukudi,Male,18-25,10,1 Year,Regular,30-04-2025,TECHNICIAN,Automotive Engine Repair Technician Level 4,N/A,15,https://www.tnprivatejobs.tn.gov.in/asset/images/jobscommon.png
https://www.tnprivatejobs.tn.gov.in/candidate/Home/ca_jobfair_single/25031107243404753,Marketing Executive,Hari Balakrishna Automobiles,Automotive,Sales Executive,"~15,000 p.m |",Job Fair,,Thoothukudi,Male,18-25,10,1 Year,Regular,30-04-2025,Marketing Executive,Sales consultant (Retail),N/A,15,https://www.tnprivatejobs.tn.gov.in/asset/images/jobscommon.png
https://www.tnprivatejobs.tn.gov.in/candidate/Home/ca_jobfair_single/25031107295821164,Software Support Engineer,NELLAI SYSTEMS AND SERVICES,IT-ITES,Engineer-Technical Support(Level 1),"~15,000 p.m |",Job Fair,Technical Support(Level 1),Thoothukudi,All,18-25,5,1 Year,Regular,30-04-2025,Software Support Engineer,Junior Software Developer,N/A,6,https://www.tnprivatejobs.tn.gov.in/asset/docs/co_profilephoto/2220718174411263.jpg
https://www.tnprivatejobs.tn.gov.in/candidate/Home/ca_jobfair_single/25031106483806230,Accounts Executive,THIRUMANI ENTERPRISES,"Banking, Financial Services and Insurance",Accounts Executive,"~15,000 p.m |",Job Fair,,Thoothukudi,All,18-25,5,1 Year,Regular,30-04-2025,Accounts Executive,Accounts Executive,N/A,11,https://www.tnprivatejobs.tn.gov.in/asset/docs/co_profilephoto/2220902113219086.png
https://www.tnprivatejobs.tn.gov.in/candidate/Home/ca_jobfair_single/25031107210904347,TINKER,Hari Balakrishna Automobiles,Automotive,Auto Body Technician Level 4,"~15,000 p.m |",Job Fair,,Thoothukudi,Male,18-25,10,1 Year,Regular,30-04-2025,TINKER,Automotive Painting Technician Level 4,N/A,15,https://www.tnprivatejobs.tn.gov.in/asset/images/jobscommon.png
https://www.tnprivatejobs.tn.gov.in/candidate/Home/ca_jobfair_single/25031107445634346,Sales Officer,Bass Infratel Private Limited,Manufacturing,Sales Executive,"15,000 - 25,000 p.m |",Job Fair,,Thiruchirappalli,All,20-30,50,Fresher,Regular,30-04-2025,Sales Officer,Area Sales Officer,N/A,7,https://www.tnprivatejobs.tn.gov.in/asset/docs/co_profilephoto/2200627113559303.jpg
https://www.tnprivatejobs.tn.gov.in/candidate/Home/ca_jobfair_single/25031107324121178,Sales Coordinator,NELLAI SYSTEMS AND SERVICES,IT-ITES,Sales/Pre-Sales Executive,"~15,000 p.m |",Job Fair,Sales Executive,Thoothukudi,Male,18-25,10,1 Year,Regular,30-04-2025,Sales Coordinator,Distributor Salesman,N/A,6,https://www.tnprivatejobs.tn.gov.in/asset/docs/co_profilephoto/2220718174411263.jpg
https://www.tnprivatejobs.tn.gov.in/candidate/Home/ca_jobfair_single/25031106505210497,CCTV TECHNICIAN,THIRUMANI ENTERPRISES,Electronics & Hardware,CCTV Installation Technician,"~15,000 p.m |",Job Fair,,Thoothukudi,Male,18-25,10,1 Year,Regular,30-04-2025,CCTV TECHNICIAN,CCTV Installation Technician,N/A,11,https://www.tnprivatejobs.tn.gov.in/asset/docs/co_profilephoto/2220902113219086.png
https://www.tnprivatejobs.tn.gov.in/candidate/Home/ca_jobfair_single/25031107373906009,ACCOUNTANT,NELLAI SYSTEMS AND SERVICES,"Banking, Financial Services and Insurance",Accounts Executive,"~15,000 p.m |",Job Fair,,Thoothukudi,All,18-25,5,1 Year,Regular,30-04-2025,Accountant,Accounts Executive,N/A,6,https://www.tnprivatejobs.tn.gov.in/asset/docs/co_profilephoto/2220718174411263.jpg
https://www.tnprivatejobs.tn.gov.in/candidate/Home/ca_jobfair_single/25031109335820692,FITTER,JEYA INDUSTRIES AND ENGINEERINGS PVT LTD,Iron & Steel,Fitter,"~15,000 p.m |",Job Fair,,Thoothukudi,Male,18-25,15,1 Year,Regular,30-04-2025,Fitter,Fitter,N/A,7,https://www.tnprivatejobs.tn.gov.in/asset/docs/co_profilephoto/2201210093906485.jpg
https://www.tnprivatejobs.tn.gov.in/candidate/Home/ca_jobfair_single/25031107592431007,Sales  Person,KANNAN JAVULI STORES,Retail,Retail Sales Associate,7500-10000 p.m |,Job Fair,,Perambalur,Female,N/A,12,Fresher,Trainee,30-04-2025,"A sales person for readymade garments, also known as a sales representative or sales executive, helps customers find and buy clothing. They may work in a showroom or retail store.",Sales Associate,N/A,5,https://www.tnprivatejobs.tn.gov.in/asset/images/jobscommon.png
https://www.tnprivatejobs.tn.gov.in/candidate/Home/ca_jobfair_single/25031104122235307,Tele Caller,SMV Network Solution,Telecom,Customer Care Executive- Relationship Centre,7500-10000 p.m |,Job Fair,Relationship Centre,Madurai,Female,20-25,1,Fresher,Regular,30-04-2025,"We are expecting malayalam candidate to spoke to our clients and get a order regarding mobile marketing. We are expecting target oriented sales. Efficiency to spoke with our customers to convert a sales. We are providing incentive for their efforts. malayalam language MUST!! only madurai candidate!! CALL NUM - 7358100804 ,7395802 229",Telecaller,"malayalam language MUST ,  BASIC COMPUTER knowledge , convert to sales",1,https://www.tnprivatejobs.tn.gov.in/asset/docs/co_profilephoto/LOGO2250311111519864.jpg
https://www.tnprivatejobs.tn.gov.in/candidate/Home/ca_jobfair_single/25031109461531289,RETAIL SALES ASSOCIATE,NELLAI SYSTEMS AND SERVICES,Retail,Retail Sales Associate,"~15,000 p.m |",Job Fair,,Tirunelveli,All,N/A,15,Fresher,Regular,30-04-2025,Retail sales associate,Retail Sales Associate,N/A,6,https://www.tnprivatejobs.tn.gov.in/asset/docs/co_profilephoto/2220718174411263.jpg
https://www.tnprivatejobs.tn.gov.in/candidate/Home/ca_jobfair_single/25031109483131105,Sales & Marketing Staff,NELLAI SYSTEMS AND SERVICES,Retail,Sales Associate,"~15,000 p.m |",Job Fair,,Tirunelveli,All,N/A,15,1 Year,Regular,30-04-2025,Sales and marketing staff,Sales Associate,N/A,6,https://www.tnprivatejobs.tn.gov.in/asset/docs/co_profilephoto/2220718174411263.jpg
https://www.tnprivatejobs.tn.gov.in/candidate/Home/ca_jobfair_single/25031106282534946,CNC  Machine operator,United Technology,Manufacturing,Machine Operator,"15,000 - 25,000 p.m |",Job Fair,,Coimbatore,Male,19-32,25,1 Year,Regular,30-04-2025,CNC - TURNING OPERATOR CNC - MILLING OPERATOR,"CNC Operator - Turning, CNC Operator - Vertical Machining Centre",N/A,3,https://www.tnprivatejobs.tn.gov.in/asset/docs/co_profilephoto/2201216173839021.jpg
https://www.tnprivatejobs.tn.gov.in/candidate/Home/ca_jobfair_single/25031109314120303,WELDER,JEYA INDUSTRIES AND ENGINEERINGS PVT LTD,Iron & Steel,Trainee,"~15,000 p.m |",Job Fair,,Thoothukudi,Male,18-25,10,1 Year,Regular,30-04-2025,Welder,Mine Welder,N/A,7,https://www.tnprivatejobs.tn.gov.in/asset/docs/co_profilephoto/2201210093906485.jpg
https://www.tnprivatejobs.tn.gov.in/candidate/Home/ca_jobfair_single/25031207173431020,Maraketing  excutive,vinston agencies,Retail,Sales Associate,"~15,000 p.m |",Job Fair,,Thoothukudi,Male,18-25,15,1 Year,Regular,30-04-2025,maraketing  excutive,Sales Associate,N/A,2,https://www.tnprivatejobs.tn.gov.in/asset/images/jobscommon.png
https://www.tnprivatejobs.tn.gov.in/candidate/Home/ca_jobfair_single/25031106374534233,Machine Operators,LAKSHMI CARBONS,Manufacturing,Machine Operator,"~15,000 p.m |",Job Fair,,Coimbatore,All,19-25,10,Fresher,Regular,30-04-2025,"Lakshmi Carbons is a carbon products manufacturer, serving a variety of industries. With a history of more than 20 years in the pump industry . Job Process is machining , polishing, assmbly, packing..",Drill machine operator,N/A,6,https://www.tnprivatejobs.tn.gov.in/asset/docs/co_profilephoto/LOGO2241007163817575.png
https://www.tnprivatejobs.tn.gov.in/candidate/Home/ca_jobfair_single/25031209292234039,ASSEMBLY FITTER & HELPER,JAYACHANDRAN INDUSTRIES P LTD,Manufacturing,Fitter,"~15,000 p.m |",Job Fair,,Coimbatore,Male,18-40,30,Fresher,Regular,30-04-2025,"Assemply department work, free food and Room, PF, ESI,",Accessory Fitter,N/A,8,https://www.tnprivatejobs.tn.gov.in/asset/images/jobscommon.png
https://www.tnprivatejobs.tn.gov.in/candidate/Home/ca_jobfair_single/25031103491134770,SALES & MARKETING EXECUTIVE,A GREEN TECH BIO,Manufacturing,Sales Executive,"15,000 - 25,000 p.m |",Job Fair,,Coimbatore,Male,18-35,25,1 Year,Regular,30-04-2025,"Job Title: Sales and Marketing Executive Location: [POLLACHI] | Job Type: [Full-time] | Salary: [15,000 to 20,000] Responsibilities: Identify and pursue sales opportunities. Build and maintain client relationships. Develop and execute marketing campaigns. Manage digital marketing and social media. Conduct market research and competitor analysis. Meet sales targets and prepare reports. Requirements: Bachelor's degree in Marketing, Business, or related field. Proven experience in sales & marketing. Strong communication and negotiation skills. Knowledge of digital marketing and CRM tools. Willingness to travel (if required). Benefits: Competitive salary + incentives. Growth opportunities and training. Health and other company benefits ESI /PF Allowance","Accounts Executive, Agri Research Analyst, Agri Warehouse Supervisor, Agriculture Extension Executive, Digital Marketing Manager, Front Office Executive, Sales consultant (Retail), Warehouse Executive","Basics in English , Good Tamil",2,https://www.tnprivatejobs.tn.gov.in/asset/docs/co_profilephoto/2221124143105400.jpg
https://www.tnprivatejobs.tn.gov.in/candidate/Home/ca_jobfair_single/25031103482110171,BRANCH MANAGER,MALLIKA FURNITURE AND ELECTRONICS,Electronics & Hardware,Business Development Executive,"15,000 - 25,000 p.m |",Job Fair,,Thiruvarur,All,18-40,25,Fresher,Regular,30-04-2025,TEAM LEADER / SALES EXECUTIVE,Team Leader,N/A,3,https://www.tnprivatejobs.tn.gov.in/asset/docs/co_profilephoto/2250311150020293.jpg
https://www.tnprivatejobs.tn.gov.in/candidate/Home/ca_jobfair_single/25031103515010982,Godown incharge,MALLIKA FURNITURE AND ELECTRONICS,Electronics & Hardware,Sales Executive,"~15,000 p.m |",Job Fair,,Thiruvarur,All,18-40,10,Fresher,Regular,30-04-2025,GODOWN ASSISTANT,Helper Finishing,N/A,3,https://www.tnprivatejobs.tn.gov.in/asset/docs/co_profilephoto/2250311150020293.jpg
https://www.tnprivatejobs.tn.gov.in/candidate/Home/ca_jobfair_single/25031209310734061,PACKAGING HELPER,JAYACHANDRAN INDUSTRIES P LTD,Manufacturing,PACKING HELPER,"~15,000 p.m |",Job Fair,,Coimbatore,Male,18-40,30,Fresher,Regular,30-04-2025,Packing department work,Packing Checker,N/A,8,https://www.tnprivatejobs.tn.gov.in/asset/images/jobscommon.png
https://www.tnprivatejobs.tn.gov.in/candidate/Home/ca_jobfair_single/25031104064734808,CNC  Machine operator,GPLAST PVT LTD,Manufacturing,Machine Operator,"~15,000 p.m |",Job Fair,,Coimbatore,Male,18-35,100,1 Year,Trainee,30-04-2025,"Responsibilities Cut and manipulate : Cut and manipulate metal to build the project Maintain : Perform regular maintenance on the machinery Calibrate : Calibrate the equipment accurately Set up and operate : Start, stop, and control the CNC machine Load and unload : Load raw materials into the machine and unload finished parts Study blueprints : Create the design based on blueprints","CNC Operator-Turning, Machine Operator – CNC Lathe, Machine Operator – CNC Milling",N/A,12,https://www.tnprivatejobs.tn.gov.in/asset/docs/co_profilephoto/2201028134856778.jpg
https://www.tnprivatejobs.tn.gov.in/candidate/Home/ca_jobfair_single/25031106093604763,Sales Executive - TOYOTA,K RAMAKRISHNAN MOTORSS PVT LTD,Automotive,Sales Executive-Dealership,"15,000 - 25,000 p.m |",Job Fair,Dealership,Coimbatore,All,18-40,25,1 Year,Regular,30-04-2025,"Job Summary: As a Sales Executive at Toyota, you will be responsible for driving sales and delivering an exceptional customer experience. You will engage with customers, understand their needs, and help them find the right vehicle to meet their requirements. Key Responsibilities: Customer Engagement: Greet customers and identify their needs through active listening and questioning. Sales Process: Guide customers through the sales process, from initial inquiry to final purchase. Product Knowledge: Maintain a deep understanding of Toyota vehicles, features, and promotions to effectively communicate benefits to customers. Follow-Up: Conduct follow-ups with customers post-sale to ensure satisfaction and encourage repeat business. Lead Generation: Utilize various marketing strategies to generate leads and convert prospects into customers. Collaboration: Work closely with the sales team and other departments to enhance the overall customer experience. Reporting: Maintain accurate records of sales activities and customer interactions in the CRM system.","Automotive Sales Lead (Retail ), Dealership Sales and Value Added Services Executive",N/A,3,https://www.tnprivatejobs.tn.gov.in/asset/docs/co_profilephoto/2241019152000828.jpg
